MUTANT,TEST,CONFIGURATION,RESULT,FaultModel,DataItem,Span,Type,FaultClass,Min,Max,Threshold,Delta,State,Value
16,vmem_store_checksum_first,CONFIGURED,PASSED,SET,2,1,LONG,IV,u,u,u,u,u,0
16,vmem_store_checksum_last,CONFIGURED,PASSED,SET,2,1,LONG,IV,u,u,u,u,u,0
17,bindings,CONFIGURED,PASSED,SET,2,1,LONG,VAT,u,u,180,1,u,u
17,example,CONFIGURED,PASSED,SET,2,1,LONG,VAT,u,u,180,1,u,u
17,file_store,CONFIGURED,PASSED,SET,2,1,LONG,VAT,u,u,180,1,u,u
17,i2c,CONFIGURED,PASSED,SET,2,1,LONG,VAT,u,u,180,1,u,u
17,log,CONFIGURED,PASSED,SET,2,1,LONG,VAT,u,u,180,1,u,u
17,param3,CONFIGURED,PASSED,SET,2,1,LONG,VAT,u,u,180,1,u,u
17,param4,CONFIGURED,PASSED,SET,2,1,LONG,VAT,u,u,180,1,u,u
17,rparam3,CONFIGURED,FAILED,SET,2,1,LONG,VAT,u,u,180,1,u,u
17,rparam4,CONFIGURED,FAILED,SET,2,1,LONG,VAT,u,u,180,1,u,u
17,serialize,CONFIGURED,PASSED,SET,2,1,LONG,VAT,u,u,180,1,u,u
17,spi,CONFIGURED,PASSED,SET,2,1,LONG,VAT,u,u,180,1,u,u
17,store,CONFIGURED,PASSED,SET,2,1,LONG,VAT,u,u,180,1,u,u
17,store_load,CONFIGURED,PASSED,SET,2,1,LONG,VAT,u,u,180,1,u,u
17,vmem_store_checksum_first,CONFIGURED,PASSED,SET,2,1,LONG,VAT,u,u,180,1,u,u
17,vmem_store_checksum_last,CONFIGURED,PASSED,SET,2,1,LONG,VAT,u,u,180,1,u,u
18,bindings,CONFIGURED,PASSED,SET,6,1,BIN,BF,0,7,u,u,-1,1
18,example,CONFIGURED,PASSED,SET,6,1,BIN,BF,0,7,u,u,-1,1
18,file_store,CONFIGURED,PASSED,SET,6,1,BIN,BF,0,7,u,u,-1,1
18,i2c,CONFIGURED,PASSED,SET,6,1,BIN,BF,0,7,u,u,-1,1
18,log,CONFIGURED,PASSED,SET,6,1,BIN,BF,0,7,u,u,-1,1
18,param3,CONFIGURED,PASSED,SET,6,1,BIN,BF,0,7,u,u,-1,1
18,param4,CONFIGURED,PASSED,SET,6,1,BIN,BF,0,7,u,u,-1,1
18,rparam3,CONFIGURED,FAILED,SET,6,1,BIN,BF,0,7,u,u,-1,1
18,rparam4,CONFIGURED,FAILED,SET,6,1,BIN,BF,0,7,u,u,-1,1
18,serialize,CONFIGURED,PASSED,SET,6,1,BIN,BF,0,7,u,u,-1,1
18,spi,CONFIGURED,PASSED,SET,6,1,BIN,BF,0,7,u,u,-1,1
18,store,CONFIGURED,PASSED,SET,6,1,BIN,BF,0,7,u,u,-1,1
18,store_load,CONFIGURED,PASSED,SET,6,1,BIN,BF,0,7,u,u,-1,1
18,vmem_store_checksum_first,CONFIGURED,PASSED,SET,6,1,BIN,BF,0,7,u,u,-1,1
18,vmem_store_checksum_last,CONFIGURED,PASSED,SET,6,1,BIN,BF,0,7,u,u,-1,1
19,bindings,CONFIGURED,PASSED,SAVE,2,1,LONG,SS,u,u,u,1,u,u
19,example,CONFIGURED,PASSED,SAVE,2,1,LONG,SS,u,u,u,1,u,u
19,file_store,CONFIGURED,PASSED,SAVE,2,1,LONG,SS,u,u,u,1,u,u
19,i2c,CONFIGURED,PASSED,SAVE,2,1,LONG,SS,u,u,u,1,u,u
19,log,CONFIGURED,PASSED,SAVE,2,1,LONG,SS,u,u,u,1,u,u
19,param3,CONFIGURED,PASSED,SAVE,2,1,LONG,SS,u,u,u,1,u,u
19,param4,CONFIGURED,PASSED,SAVE,2,1,LONG,SS,u,u,u,1,u,u
19,rparam3,CONFIGURED,FAILED,SAVE,2,1,LONG,SS,u,u,u,1,u,u
19,rparam4,CONFIGURED,FAILED,SAVE,2,1,LONG,SS,u,u,u,1,u,u
19,serialize,CONFIGURED,PASSED,SAVE,2,1,LONG,SS,u,u,u,1,u,u
19,spi,CONFIGURED,PASSED,SAVE,2,1,LONG,SS,u,u,u,1,u,u
19,store,CONFIGURED,PASSED,SAVE,2,1,LONG,SS,u,u,u,1,u,u
19,store_load,CONFIGURED,PASSED,SAVE,2,1,LONG,SS,u,u,u,1,u,u
19,vmem_store_checksum_first,CONFIGURED,PASSED,SAVE,2,1,LONG,SS,u,u,u,1,u,u
19,vmem_store_checksum_last,CONFIGURED,PASSED,SAVE,2,1,LONG,SS,u,u,u,1,u,u
20,bindings,CONFIGURED,PASSED,SAVE,2,1,LONG,SS,u,u,u,1,u,u
20,example,CONFIGURED,PASSED,SAVE,2,1,LONG,SS,u,u,u,1,u,u
20,file_store,CONFIGURED,PASSED,SAVE,2,1,LONG,SS,u,u,u,1,u,u
20,i2c,CONFIGURED,PASSED,SAVE,2,1,LONG,SS,u,u,u,1,u,u
20,log,CONFIGURED,PASSED,SAVE,2,1,LONG,SS,u,u,u,1,u,u
20,param3,CONFIGURED,PASSED,SAVE,2,1,LONG,SS,u,u,u,1,u,u
20,param4,CONFIGURED,PASSED,SAVE,2,1,LONG,SS,u,u,u,1,u,u
20,rparam3,CONFIGURED,PASSED,SAVE,2,1,LONG,SS,u,u,u,1,u,u
20,rparam4,CONFIGURED,PASSED,SAVE,2,1,LONG,SS,u,u,u,1,u,u
20,serialize,CONFIGURED,PASSED,SAVE,2,1,LONG,SS,u,u,u,1,u,u
20,spi,CONFIGURED,PASSED,SAVE,2,1,LONG,SS,u,u,u,1,u,u
20,store,CONFIGURED,PASSED,SAVE,2,1,LONG,SS,u,u,u,1,u,u
20,store_load,CONFIGURED,PASSED,SAVE,2,1,LONG,SS,u,u,u,1,u,u
20,vmem_store_checksum_first,CONFIGURED,PASSED,SAVE,2,1,LONG,SS,u,u,u,1,u,u
20,vmem_store_checksum_last,CONFIGURED,PASSED,SAVE,2,1,LONG,SS,u,u,u,1,u,u
21,bindings,CONFIGURED,PASSED,SAVE,2,1,LONG,IV,u,u,u,u,u,0
21,example,CONFIGURED,PASSED,SAVE,2,1,LONG,IV,u,u,u,u,u,0
21,file_store,CONFIGURED,PASSED,SAVE,2,1,LONG,IV,u,u,u,u,u,0
21,i2c,CONFIGURED,PASSED,SAVE,2,1,LONG,IV,u,u,u,u,u,0
21,log,CONFIGURED,PASSED,SAVE,2,1,LONG,IV,u,u,u,u,u,0
21,param3,CONFIGURED,PASSED,SAVE,2,1,LONG,IV,u,u,u,u,u,0
21,param4,CONFIGURED,PASSED,SAVE,2,1,LONG,IV,u,u,u,u,u,0
21,rparam3,CONFIGURED,PASSED,SAVE,2,1,LONG,IV,u,u,u,u,u,0
21,rparam4,CONFIGURED,PASSED,SAVE,2,1,LONG,IV,u,u,u,u,u,0
21,serialize,CONFIGURED,PASSED,SAVE,2,1,LONG,IV,u,u,u,u,u,0
21,spi,CONFIGURED,PASSED,SAVE,2,1,LONG,IV,u,u,u,u,u,0
21,store,CONFIGURED,PASSED,SAVE,2,1,LONG,IV,u,u,u,u,u,0
21,store_load,CONFIGURED,PASSED,SAVE,2,1,LONG,IV,u,u,u,u,u,0
21,vmem_store_checksum_first,CONFIGURED,PASSED,SAVE,2,1,LONG,IV,u,u,u,u,u,0
21,vmem_store_checksum_last,CONFIGURED,PASSED,SAVE,2,1,LONG,IV,u,u,u,u,u,0
22,bindings,CONFIGURED,PASSED,SAVE,2,1,LONG,VAT,u,u,180,1,u,u
22,example,CONFIGURED,PASSED,SAVE,2,1,LONG,VAT,u,u,180,1,u,u
22,file_store,CONFIGURED,PASSED,SAVE,2,1,LONG,VAT,u,u,180,1,u,u
22,i2c,CONFIGURED,PASSED,SAVE,2,1,LONG,VAT,u,u,180,1,u,u
22,log,CONFIGURED,PASSED,SAVE,2,1,LONG,VAT,u,u,180,1,u,u
22,param3,CONFIGURED,PASSED,SAVE,2,1,LONG,VAT,u,u,180,1,u,u
22,param4,CONFIGURED,PASSED,SAVE,2,1,LONG,VAT,u,u,180,1,u,u
22,rparam3,CONFIGURED,PASSED,SAVE,2,1,LONG,VAT,u,u,180,1,u,u
22,rparam4,CONFIGURED,PASSED,SAVE,2,1,LONG,VAT,u,u,180,1,u,u
22,serialize,CONFIGURED,PASSED,SAVE,2,1,LONG,VAT,u,u,180,1,u,u
22,spi,CONFIGURED,PASSED,SAVE,2,1,LONG,VAT,u,u,180,1,u,u
22,store,CONFIGURED,PASSED,SAVE,2,1,LONG,VAT,u,u,180,1,u,u
22,store_load,CONFIGURED,PASSED,SAVE,2,1,LONG,VAT,u,u,180,1,u,u
22,vmem_store_checksum_first,CONFIGURED,PASSED,SAVE,2,1,LONG,VAT,u,u,180,1,u,u
22,vmem_store_checksum_last,CONFIGURED,PASSED,SAVE,2,1,LONG,VAT,u,u,180,1,u,u
23,bindings,CONFIGURED,PASSED,SAVE,6,1,LONG,SS,u,u,u,1,u,u
23,example,CONFIGURED,PASSED,SAVE,6,1,LONG,SS,u,u,u,1,u,u
23,file_store,CONFIGURED,PASSED,SAVE,6,1,LONG,SS,u,u,u,1,u,u
23,i2c,CONFIGURED,PASSED,SAVE,6,1,LONG,SS,u,u,u,1,u,u
23,log,CONFIGURED,PASSED,SAVE,6,1,LONG,SS,u,u,u,1,u,u
23,param3,CONFIGURED,PASSED,SAVE,6,1,LONG,SS,u,u,u,1,u,u
23,param4,CONFIGURED,PASSED,SAVE,6,1,LONG,SS,u,u,u,1,u,u
23,rparam3,CONFIGURED,PASSED,SAVE,6,1,LONG,SS,u,u,u,1,u,u
23,rparam4,CONFIGURED,FAILED,SAVE,6,1,LONG,SS,u,u,u,1,u,u
23,serialize,CONFIGURED,PASSED,SAVE,6,1,LONG,SS,u,u,u,1,u,u
23,spi,CONFIGURED,PASSED,SAVE,6,1,LONG,SS,u,u,u,1,u,u
23,store,CONFIGURED,PASSED,SAVE,6,1,LONG,SS,u,u,u,1,u,u
23,store_load,CONFIGURED,PASSED,SAVE,6,1,LONG,SS,u,u,u,1,u,u
23,vmem_store_checksum_first,CONFIGURED,PASSED,SAVE,6,1,LONG,SS,u,u,u,1,u,u
23,vmem_store_checksum_last,CONFIGURED,PASSED,SAVE,6,1,LONG,SS,u,u,u,1,u,u
24,bindings,CONFIGURED,PASSED,SAVE,6,1,LONG,SS,u,u,u,-1,u,u
24,example,CONFIGURED,PASSED,SAVE,6,1,LONG,SS,u,u,u,-1,u,u
24,file_store,CONFIGURED,PASSED,SAVE,6,1,LONG,SS,u,u,u,-1,u,u
24,i2c,CONFIGURED,PASSED,SAVE,6,1,LONG,SS,u,u,u,-1,u,u
24,log,CONFIGURED,PASSED,SAVE,6,1,LONG,SS,u,u,u,-1,u,u
24,param3,CONFIGURED,PASSED,SAVE,6,1,LONG,SS,u,u,u,-1,u,u
24,param4,CONFIGURED,PASSED,SAVE,6,1,LONG,SS,u,u,u,-1,u,u
24,rparam3,CONFIGURED,PASSED,SAVE,6,1,LONG,SS,u,u,u,-1,u,u
24,rparam4,CONFIGURED,FAILED,SAVE,6,1,LONG,SS,u,u,u,-1,u,u
24,serialize,CONFIGURED,PASSED,SAVE,6,1,LONG,SS,u,u,u,-1,u,u
24,spi,CONFIGURED,PASSED,SAVE,6,1,LONG,SS,u,u,u,-1,u,u
24,store,CONFIGURED,PASSED,SAVE,6,1,LONG,SS,u,u,u,-1,u,u
24,store_load,CONFIGURED,PASSED,SAVE,6,1,LONG,SS,u,u,u,-1,u,u
24,vmem_store_checksum_first,CONFIGURED,PASSED,SAVE,6,1,LONG,SS,u,u,u,-1,u,u
24,vmem_store_checksum_last,CONFIGURED,PASSED,SAVE,6,1,LONG,SS,u,u,u,-1,u,u
25,bindings,CONFIGURED,PASSED,SAVE,7,1,LONG,SS,u,u,u,1,u,u
25,example,CONFIGURED,PASSED,SAVE,7,1,LONG,SS,u,u,u,1,u,u
25,file_store,CONFIGURED,PASSED,SAVE,7,1,LONG,SS,u,u,u,1,u,u
25,i2c,CONFIGURED,PASSED,SAVE,7,1,LONG,SS,u,u,u,1,u,u
25,log,CONFIGURED,PASSED,SAVE,7,1,LONG,SS,u,u,u,1,u,u
25,param3,CONFIGURED,PASSED,SAVE,7,1,LONG,SS,u,u,u,1,u,u
25,param4,CONFIGURED,PASSED,SAVE,7,1,LONG,SS,u,u,u,1,u,u
25,rparam3,CONFIGURED,PASSED,SAVE,7,1,LONG,SS,u,u,u,1,u,u
25,rparam4,CONFIGURED,FAILED,SAVE,7,1,LONG,SS,u,u,u,1,u,u
25,serialize,CONFIGURED,PASSED,SAVE,7,1,LONG,SS,u,u,u,1,u,u
25,spi,CONFIGURED,PASSED,SAVE,7,1,LONG,SS,u,u,u,1,u,u
25,store,CONFIGURED,PASSED,SAVE,7,1,LONG,SS,u,u,u,1,u,u
25,store_load,CONFIGURED,PASSED,SAVE,7,1,LONG,SS,u,u,u,1,u,u
25,vmem_store_checksum_first,CONFIGURED,PASSED,SAVE,7,1,LONG,SS,u,u,u,1,u,u
25,vmem_store_checksum_last,CONFIGURED,PASSED,SAVE,7,1,LONG,SS,u,u,u,1,u,u
26,bindings,CONFIGURED,PASSED,SAVE,7,1,LONG,SS,u,u,u,-1,u,u
26,example,CONFIGURED,PASSED,SAVE,7,1,LONG,SS,u,u,u,-1,u,u
26,file_store,CONFIGURED,PASSED,SAVE,7,1,LONG,SS,u,u,u,-1,u,u
26,i2c,CONFIGURED,PASSED,SAVE,7,1,LONG,SS,u,u,u,-1,u,u
26,log,CONFIGURED,PASSED,SAVE,7,1,LONG,SS,u,u,u,-1,u,u
26,param3,CONFIGURED,PASSED,SAVE,7,1,LONG,SS,u,u,u,-1,u,u
26,param4,CONFIGURED,PASSED,SAVE,7,1,LONG,SS,u,u,u,-1,u,u
26,rparam3,CONFIGURED,PASSED,SAVE,7,1,LONG,SS,u,u,u,-1,u,u
26,rparam4,CONFIGURED,FAILED,SAVE,7,1,LONG,SS,u,u,u,-1,u,u
26,serialize,CONFIGURED,PASSED,SAVE,7,1,LONG,SS,u,u,u,-1,u,u
26,spi,CONFIGURED,PASSED,SAVE,7,1,LONG,SS,u,u,u,-1,u,u
26,store,CONFIGURED,PASSED,SAVE,7,1,LONG,SS,u,u,u,-1,u,u
26,store_load,CONFIGURED,PASSED,SAVE,7,1,LONG,SS,u,u,u,-1,u,u
26,vmem_store_checksum_first,CONFIGURED,PASSED,SAVE,7,1,LONG,SS,u,u,u,-1,u,u
26,vmem_store_checksum_last,CONFIGURED,PASSED,SAVE,7,1,LONG,SS,u,u,u,-1,u,u
27,bindings,CONFIGURED,PASSED,LOAD,2,1,LONG,SS,u,u,u,1,u,u
27,example,CONFIGURED,PASSED,LOAD,2,1,LONG,SS,u,u,u,1,u,u
27,file_store,CONFIGURED,PASSED,LOAD,2,1,LONG,SS,u,u,u,1,u,u
27,i2c,CONFIGURED,PASSED,LOAD,2,1,LONG,SS,u,u,u,1,u,u
27,log,CONFIGURED,PASSED,LOAD,2,1,LONG,SS,u,u,u,1,u,u
27,param3,CONFIGURED,PASSED,LOAD,2,1,LONG,SS,u,u,u,1,u,u
27,param4,CONFIGURED,PASSED,LOAD,2,1,LONG,SS,u,u,u,1,u,u
27,rparam3,CONFIGURED,PASSED,LOAD,2,1,LONG,SS,u,u,u,1,u,u
27,rparam4,CONFIGURED,PASSED,LOAD,2,1,LONG,SS,u,u,u,1,u,u
27,serialize,CONFIGURED,PASSED,LOAD,2,1,LONG,SS,u,u,u,1,u,u
27,spi,CONFIGURED,PASSED,LOAD,2,1,LONG,SS,u,u,u,1,u,u
27,store,CONFIGURED,PASSED,LOAD,2,1,LONG,SS,u,u,u,1,u,u
27,store_load,CONFIGURED,PASSED,LOAD,2,1,LONG,SS,u,u,u,1,u,u
27,vmem_store_checksum_first,CONFIGURED,PASSED,LOAD,2,1,LONG,SS,u,u,u,1,u,u
27,vmem_store_checksum_last,CONFIGURED,PASSED,LOAD,2,1,LONG,SS,u,u,u,1,u,u
28,bindings,CONFIGURED,PASSED,LOAD,2,1,LONG,SS,u,u,u,1,u,u
28,example,CONFIGURED,PASSED,LOAD,2,1,LONG,SS,u,u,u,1,u,u
28,file_store,CONFIGURED,PASSED,LOAD,2,1,LONG,SS,u,u,u,1,u,u
28,i2c,CONFIGURED,PASSED,LOAD,2,1,LONG,SS,u,u,u,1,u,u
28,log,CONFIGURED,PASSED,LOAD,2,1,LONG,SS,u,u,u,1,u,u
28,param3,CONFIGURED,PASSED,LOAD,2,1,LONG,SS,u,u,u,1,u,u
28,param4,CONFIGURED,PASSED,LOAD,2,1,LONG,SS,u,u,u,1,u,u
28,rparam3,CONFIGURED,PASSED,LOAD,2,1,LONG,SS,u,u,u,1,u,u
28,rparam4,CONFIGURED,PASSED,LOAD,2,1,LONG,SS,u,u,u,1,u,u
28,serialize,CONFIGURED,PASSED,LOAD,2,1,LONG,SS,u,u,u,1,u,u
28,spi,CONFIGURED,PASSED,LOAD,2,1,LONG,SS,u,u,u,1,u,u
28,store,CONFIGURED,PASSED,LOAD,2,1,LONG,SS,u,u,u,1,u,u
28,store_load,CONFIGURED,PASSED,LOAD,2,1,LONG,SS,u,u,u,1,u,u
28,vmem_store_checksum_first,CONFIGURED,PASSED,LOAD,2,1,LONG,SS,u,u,u,1,u,u
28,vmem_store_checksum_last,CONFIGURED,PASSED,LOAD,2,1,LONG,SS,u,u,u,1,u,u
29,bindings,CONFIGURED,PASSED,LOAD,2,1,LONG,IV,u,u,u,u,u,0
29,example,CONFIGURED,PASSED,LOAD,2,1,LONG,IV,u,u,u,u,u,0
29,file_store,CONFIGURED,PASSED,LOAD,2,1,LONG,IV,u,u,u,u,u,0
29,i2c,CONFIGURED,PASSED,LOAD,2,1,LONG,IV,u,u,u,u,u,0
29,log,CONFIGURED,PASSED,LOAD,2,1,LONG,IV,u,u,u,u,u,0
29,param3,CONFIGURED,PASSED,LOAD,2,1,LONG,IV,u,u,u,u,u,0
29,param4,CONFIGURED,PASSED,LOAD,2,1,LONG,IV,u,u,u,u,u,0
29,rparam3,CONFIGURED,PASSED,LOAD,2,1,LONG,IV,u,u,u,u,u,0
29,rparam4,CONFIGURED,PASSED,LOAD,2,1,LONG,IV,u,u,u,u,u,0
29,serialize,CONFIGURED,PASSED,LOAD,2,1,LONG,IV,u,u,u,u,u,0
29,spi,CONFIGURED,PASSED,LOAD,2,1,LONG,IV,u,u,u,u,u,0
29,store,CONFIGURED,PASSED,LOAD,2,1,LONG,IV,u,u,u,u,u,0
29,store_load,CONFIGURED,PASSED,LOAD,2,1,LONG,IV,u,u,u,u,u,0
29,vmem_store_checksum_first,CONFIGURED,PASSED,LOAD,2,1,LONG,IV,u,u,u,u,u,0
29,vmem_store_checksum_last,CONFIGURED,PASSED,LOAD,2,1,LONG,IV,u,u,u,u,u,0
30,bindings,CONFIGURED,PASSED,LOAD,2,1,LONG,VAT,u,u,180,1,u,u
30,example,CONFIGURED,PASSED,LOAD,2,1,LONG,VAT,u,u,180,1,u,u
30,file_store,CONFIGURED,PASSED,LOAD,2,1,LONG,VAT,u,u,180,1,u,u
30,i2c,CONFIGURED,PASSED,LOAD,2,1,LONG,VAT,u,u,180,1,u,u
30,log,CONFIGURED,PASSED,LOAD,2,1,LONG,VAT,u,u,180,1,u,u
30,param3,CONFIGURED,PASSED,LOAD,2,1,LONG,VAT,u,u,180,1,u,u
30,param4,CONFIGURED,PASSED,LOAD,2,1,LONG,VAT,u,u,180,1,u,u
30,rparam3,CONFIGURED,PASSED,LOAD,2,1,LONG,VAT,u,u,180,1,u,u
30,rparam4,CONFIGURED,PASSED,LOAD,2,1,LONG,VAT,u,u,180,1,u,u
30,serialize,CONFIGURED,PASSED,LOAD,2,1,LONG,VAT,u,u,180,1,u,u
30,spi,CONFIGURED,PASSED,LOAD,2,1,LONG,VAT,u,u,180,1,u,u
30,store,CONFIGURED,PASSED,LOAD,2,1,LONG,VAT,u,u,180,1,u,u
30,store_load,CONFIGURED,PASSED,LOAD,2,1,LONG,VAT,u,u,180,1,u,u
30,vmem_store_checksum_first,CONFIGURED,PASSED,LOAD,2,1,LONG,VAT,u,u,180,1,u,u
30,vmem_store_checksum_last,CONFIGURED,PASSED,LOAD,2,1,LONG,VAT,u,u,180,1,u,u
31,bindings,CONFIGURED,PASSED,LOAD,6,1,LONG,SS,u,u,u,1,u,u
31,example,CONFIGURED,PASSED,LOAD,6,1,LONG,SS,u,u,u,1,u,u
31,file_store,CONFIGURED,PASSED,LOAD,6,1,LONG,SS,u,u,u,1,u,u
31,i2c,CONFIGURED,PASSED,LOAD,6,1,LONG,SS,u,u,u,1,u,u
31,log,CONFIGURED,PASSED,LOAD,6,1,LONG,SS,u,u,u,1,u,u
31,param3,CONFIGURED,PASSED,LOAD,6,1,LONG,SS,u,u,u,1,u,u
31,param4,CONFIGURED,PASSED,LOAD,6,1,LONG,SS,u,u,u,1,u,u
31,rparam3,CONFIGURED,PASSED,LOAD,6,1,LONG,SS,u,u,u,1,u,u
31,rparam4,CONFIGURED,FAILED,LOAD,6,1,LONG,SS,u,u,u,1,u,u
31,serialize,CONFIGURED,PASSED,LOAD,6,1,LONG,SS,u,u,u,1,u,u
31,spi,CONFIGURED,PASSED,LOAD,6,1,LONG,SS,u,u,u,1,u,u
31,store,CONFIGURED,PASSED,LOAD,6,1,LONG,SS,u,u,u,1,u,u
31,store_load,CONFIGURED,PASSED,LOAD,6,1,LONG,SS,u,u,u,1,u,u
31,vmem_store_checksum_first,CONFIGURED,PASSED,LOAD,6,1,LONG,SS,u,u,u,1,u,u
31,vmem_store_checksum_last,CONFIGURED,PASSED,LOAD,6,1,LONG,SS,u,u,u,1,u,u
32,bindings,CONFIGURED,PASSED,LOAD,6,1,LONG,SS,u,u,u,-1,u,u
32,example,CONFIGURED,PASSED,LOAD,6,1,LONG,SS,u,u,u,-1,u,u
32,file_store,CONFIGURED,PASSED,LOAD,6,1,LONG,SS,u,u,u,-1,u,u
32,i2c,CONFIGURED,PASSED,LOAD,6,1,LONG,SS,u,u,u,-1,u,u
32,log,CONFIGURED,PASSED,LOAD,6,1,LONG,SS,u,u,u,-1,u,u
32,param3,CONFIGURED,PASSED,LOAD,6,1,LONG,SS,u,u,u,-1,u,u
32,param4,CONFIGURED,PASSED,LOAD,6,1,LONG,SS,u,u,u,-1,u,u
32,rparam3,CONFIGURED,PASSED,LOAD,6,1,LONG,SS,u,u,u,-1,u,u
32,rparam4,CONFIGURED,FAILED,LOAD,6,1,LONG,SS,u,u,u,-1,u,u
32,serialize,CONFIGURED,PASSED,LOAD,6,1,LONG,SS,u,u,u,-1,u,u
32,spi,CONFIGURED,PASSED,LOAD,6,1,LONG,SS,u,u,u,-1,u,u
32,store,CONFIGURED,PASSED,LOAD,6,1,LONG,SS,u,u,u,-1,u,u
32,store_load,CONFIGURED,PASSED,LOAD,6,1,LONG,SS,u,u,u,-1,u,u
32,vmem_store_checksum_first,CONFIGURED,PASSED,LOAD,6,1,LONG,SS,u,u,u,-1,u,u
32,vmem_store_checksum_last,CONFIGURED,PASSED,LOAD,6,1,LONG,SS,u,u,u,-1,u,u
33,bindings,CONFIGURED,PASSED,LOAD,7,1,LONG,SS,u,u,u,1,u,u
33,example,CONFIGURED,PASSED,LOAD,7,1,LONG,SS,u,u,u,1,u,u
33,file_store,CONFIGURED,PASSED,LOAD,7,1,LONG,SS,u,u,u,1,u,u
33,i2c,CONFIGURED,PASSED,LOAD,7,1,LONG,SS,u,u,u,1,u,u
33,log,CONFIGURED,PASSED,LOAD,7,1,LONG,SS,u,u,u,1,u,u
33,param3,CONFIGURED,PASSED,LOAD,7,1,LONG,SS,u,u,u,1,u,u
33,param4,CONFIGURED,PASSED,LOAD,7,1,LONG,SS,u,u,u,1,u,u
33,rparam3,CONFIGURED,PASSED,LOAD,7,1,LONG,SS,u,u,u,1,u,u
33,rparam4,CONFIGURED,FAILED,LOAD,7,1,LONG,SS,u,u,u,1,u,u
33,serialize,CONFIGURED,PASSED,LOAD,7,1,LONG,SS,u,u,u,1,u,u
33,spi,CONFIGURED,PASSED,LOAD,7,1,LONG,SS,u,u,u,1,u,u
33,store,CONFIGURED,PASSED,LOAD,7,1,LONG,SS,u,u,u,1,u,u
33,store_load,CONFIGURED,PASSED,LOAD,7,1,LONG,SS,u,u,u,1,u,u
33,vmem_store_checksum_first,CONFIGURED,PASSED,LOAD,7,1,LONG,SS,u,u,u,1,u,u
33,vmem_store_checksum_last,CONFIGURED,PASSED,LOAD,7,1,LONG,SS,u,u,u,1,u,u
34,bindings,CONFIGURED,PASSED,LOAD,7,1,LONG,SS,u,u,u,-1,u,u
34,example,CONFIGURED,PASSED,LOAD,7,1,LONG,SS,u,u,u,-1,u,u
34,file_store,CONFIGURED,PASSED,LOAD,7,1,LONG,SS,u,u,u,-1,u,u
34,i2c,CONFIGURED,PASSED,LOAD,7,1,LONG,SS,u,u,u,-1,u,u
34,log,CONFIGURED,PASSED,LOAD,7,1,LONG,SS,u,u,u,-1,u,u
34,param3,CONFIGURED,PASSED,LOAD,7,1,LONG,SS,u,u,u,-1,u,u
34,param4,CONFIGURED,PASSED,LOAD,7,1,LONG,SS,u,u,u,-1,u,u
34,rparam3,CONFIGURED,PASSED,LOAD,7,1,LONG,SS,u,u,u,-1,u,u
34,rparam4,CONFIGURED,FAILED,LOAD,7,1,LONG,SS,u,u,u,-1,u,u
34,serialize,CONFIGURED,PASSED,LOAD,7,1,LONG,SS,u,u,u,-1,u,u
34,spi,CONFIGURED,PASSED,LOAD,7,1,LONG,SS,u,u,u,-1,u,u
34,store,CONFIGURED,PASSED,LOAD,7,1,LONG,SS,u,u,u,-1,u,u
34,store_load,CONFIGURED,PASSED,LOAD,7,1,LONG,SS,u,u,u,-1,u,u
34,vmem_store_checksum_first,CONFIGURED,PASSED,LOAD,7,1,LONG,SS,u,u,u,-1,u,u
34,vmem_store_checksum_last,CONFIGURED,PASSED,LOAD,7,1,LONG,SS,u,u,u,-1,u,u
